"","Method","Taxa","Factors","R2","Estimate","Std.Error","P.unadj","Significance"
"179","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","seasonSeptember",NA,-1.5871994047577,0.214643071582841,1.41835836356582e-13,"***"
"180","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales","siteEsteroZacatecas",NA,0.489195610611382,0.180634236094304,0.00676470158639061,"**"
"181","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","Model","Ferrari's R2: 0.645250998752617",NA,NA,NA,NA
"182","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","season",NA,NA,NA,2.69512658783769e-09,"***"
"183","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","site",NA,NA,NA,0.114055945909026,"ns"
"184","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","(Intercept)",NA,-3.20631110723474,0.133679951994598,3.98963716987874e-127,"***"
"185","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","seasonSeptember",NA,0.868384625232887,0.145967462657323,2.69512658783767e-09,"***"
"186","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales","siteEsteroZacatecas",NA,0.217058610270792,0.137359533444971,0.114055945909026,"ns"
"187","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","Model","Ferrari's R2: 0.721160515878528",NA,NA,NA,NA
"188","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","season",NA,NA,NA,0.547318634033363,"ns"
"189","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","site",NA,NA,NA,2.22527382463416e-16,"***"
"190","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","(Intercept)",NA,-3.11161888031112,0.0876027144496784,2.44389488826962e-276,"***"
"191","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","seasonSeptember",NA,-0.0526243567291609,0.0874474057498503,0.547318634033363,"ns"
"192","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales","siteEsteroZacatecas",NA,0.756716067723587,0.0921781807812108,2.22527382463418e-16,"***"
"193","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","Model","Ferrari's R2: 0.74033404645539",NA,NA,NA,NA
"194","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","season",NA,NA,NA,1.905126965856e-10,"***"
"195","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","site",NA,NA,NA,0.00441762672125974,"**"
"196","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","(Intercept)",NA,-3.64766426875141,0.277760838024556,2.14763227096043e-39,"***"
"197","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","seasonSeptember",NA,1.73151317495947,0.271874316069318,1.905126965856e-10,"***"
"198","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales","siteEsteroZacatecas",NA,-0.640204555540223,0.22489431869284,0.00441762672125974,"**"
"199","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","Model","Ferrari's R2: 0.71370180498638",NA,NA,NA,NA
"200","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","season",NA,NA,NA,0.914934655123953,"ns"
"201","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","site",NA,NA,NA,1.63595821513551e-06,"***"
"202","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","(Intercept)",NA,-3.82426085347284,0.360921837959913,3.11616288254803e-26,"***"
"203","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","seasonSeptember",NA,-0.0311558943451239,0.291677131575278,0.914934655123953,"ns"
"204","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales","siteEsteroZacatecas",NA,1.6391345007999,0.341923150869416,1.63595821513551e-06,"***"
"205","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales","Model","Ferrari's R2: 0.821156132062553",NA,NA,NA,NA
"206","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales","season",NA,NA,NA,2.46538751837182e-16,"***"
"207","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales","site",NA,NA,NA,1.51118601885577e-06,"***"
"208","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales","(Intercept)",NA,-3.57372461789375,0.167477271927832,4.97999626979784e-101,"***"
"209","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales","seasonSeptember",NA,1.42390341633245,0.173711120220199,2.46538751837182e-16,"***"
"210","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales","siteEsteroZacatecas",NA,-0.732191151916415,0.152230580598851,1.51118601885577e-06,"***"
"211","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales","Model","Ferrari's R2: 0.715574218487785",NA,NA,NA,NA
"212","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales","season",NA,NA,NA,4.50894808997967e-06,"***"
"213","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales","site",NA,NA,NA,3.79149900708767e-05,"***"
"214","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales","(Intercept)",NA,-3.17090303812727,0.1512151723975,1.24627152473936e-97,"***"
"215","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales","seasonSeptember",NA,0.727456646917232,0.158610736102322,4.50894808997967e-06,"***"
"216","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales","siteEsteroZacatecas",NA,-0.646694690346766,0.156971158156865,3.79149900708766e-05,"***"
"217","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales","Model","Ferrari's R2: 0.09321636804828",NA,NA,NA,NA
"218","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales","season",NA,NA,NA,0.608509697536756,"ns"
"219","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales","site",NA,NA,NA,0.121351824407778,"ns"
"220","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales","(Intercept)",NA,-3.32937586913629,0.219255176865142,4.44996085430912e-52,"***"
"221","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales","seasonSeptember",NA,-0.132396207261361,0.258484401105207,0.608509697536757,"ns"
"222","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales","siteEsteroZacatecas",NA,0.405331845445496,0.261652228812853,0.121351824407778,"ns"
"223","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales","Model","Ferrari's R2: 0.580907540985237",NA,NA,NA,NA
"224","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales","season",NA,NA,NA,0.0853554758526809,"ns"
"225","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales","site",NA,NA,NA,9.24327887050793e-08,"***"
"226","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales","(Intercept)",NA,-2.79214494511535,0.128074263593721,2.27083601419057e-105,"***"
"227","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales","seasonSeptember",NA,-0.291899723824385,0.169667359319531,0.0853554758526805,"ns"
"228","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales","siteEsteroZacatecas",NA,-0.985641821958727,0.184542394482364,9.24327887050796e-08,"***"
"229","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales","Model","Ferrari's R2: 0.0204705721304798",NA,NA,NA,NA
"230","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales","season",NA,NA,NA,0.824067924005944,"ns"
"231","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales","site",NA,NA,NA,0.670939975617595,"ns"
"232","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales","(Intercept)",NA,-3.40611262763424,0.210170967986029,4.5449506711816e-59,"***"
"233","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales","seasonSeptember",NA,-0.0480601217688675,0.216179353346126,0.824067924005944,"ns"
"234","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales","siteEsteroZacatecas",NA,0.0918991015573977,0.216305299405089,0.670939975617595,"ns"
"235","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales","Model","Ferrari's R2: 0.50646464264615",NA,NA,NA,NA
"236","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales","season",NA,NA,NA,0.000270443141381267,"***"
"237","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales","site",NA,NA,NA,0.423900314947191,"ns"
"238","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales","(Intercept)",NA,-4.84222986376885,0.386448022425312,5.11023789126291e-36,"***"
"239","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales","seasonSeptember",NA,1.27070191080224,0.3488944855227,0.000270443141381267,"***"
"240","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales","siteEsteroZacatecas",NA,0.252867923098047,0.316214180102604,0.423900314947191,"ns"
"241","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales","Model","Ferrari's R2: 0.312479232092825",NA,NA,NA,NA
"242","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales","season",NA,NA,NA,4.86172108420783e-08,"***"
"243","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales","site",NA,NA,NA,4.24319891722459e-12,"***"
"244","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales","(Intercept)",NA,-4.4842939472187,0.283021183448673,1.53740350737881e-56,"***"
"245","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales","seasonSeptember",NA,1.60792600486992,0.294691914495097,4.86172108420783e-08,"***"
"246","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales","siteEsteroZacatecas",NA,-2.54052673693423,0.366660005721793,4.24319891722461e-12,"***"
"247","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales","Model","Ferrari's R2: 0.214255769256665",NA,NA,NA,NA
"248","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales","season",NA,NA,NA,0.442264865776921,"ns"
"249","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales","site",NA,NA,NA,0.0522088663701933,"ns"
"250","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales","(Intercept)",NA,-4.32625006672615,0.329963007659193,2.83624489194069e-39,"***"
"251","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales","seasonSeptember",NA,-0.258170974509476,0.335996384407147,0.442264865776921,"ns"
"252","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales","siteEsteroZacatecas",NA,0.668617360407859,0.344398253357071,0.0522088663701934,"ns"
"253","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales","Model","Ferrari's R2: 0.141436526338489",NA,NA,NA,NA
"254","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales","season",NA,NA,NA,0.695073094770378,"ns"
"255","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales","site",NA,NA,NA,4.59918996869648e-07,"***"
"256","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales","(Intercept)",NA,-3.41103478333663,0.266535031476176,1.68884054444632e-37,"***"
"257","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales","seasonSeptember",NA,-0.135304112080179,0.345181285698484,0.695073094770378,"ns"
"258","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales","siteEsteroZacatecas",NA,-2.25540514001966,0.447295036436003,4.59918996869648e-07,"***"
"259","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales","Model","Ferrari's R2: 0.686254074935022",NA,NA,NA,NA
"260","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales","season",NA,NA,NA,7.63261592777714e-10,"***"
"261","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales","site",NA,NA,NA,0.00433079971110422,"**"
"262","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales","(Intercept)",NA,-3.60346060309817,0.154722428952383,5.61951606616337e-120,"***"
"263","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales","seasonSeptember",NA,-1.78830230239507,0.29066812441695,7.63261592777714e-10,"***"
"264","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales","siteEsteroZacatecas",NA,-0.662653367552159,0.232265090540922,0.00433079971110422,"**"
"265","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales","Model","Ferrari's R2: 0.168595125782008",NA,NA,NA,NA
"266","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales","season",NA,NA,NA,4.23751675264899e-13,"***"
"267","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales","site",NA,NA,NA,0.0216641354232595,"*"
"268","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales","(Intercept)",NA,-3.73510331383476,0.147786671002921,6.23137987144172e-141,"***"
"269","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales","seasonSeptember",NA,-2.62911211142371,0.362748728111044,4.23751675264902e-13,"***"
"270","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales","siteEsteroZacatecas",NA,-0.535595621919249,0.233252479715469,0.0216641354232595,"*"
"271","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales","Model","Ferrari's R2: 0.193098248260192",NA,NA,NA,NA
"272","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales","season",NA,NA,NA,0.000536815947466745,"***"
"273","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales","site",NA,NA,NA,0.0572068186843133,"ns"
"274","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales","(Intercept)",NA,-5.39188532339811,0.49357897083366,8.84533908549065e-28,"***"
"275","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales","seasonSeptember",NA,1.53906229159527,0.444599876270411,0.000536815947466745,"***"
"276","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales","siteEsteroZacatecas",NA,-0.76012247944316,0.399701098570116,0.0572068186843132,"ns"
"277","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales","Model","Ferrari's R2: 0.252828646992478",NA,NA,NA,NA
"278","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales","season",NA,NA,NA,2.0305956275e-08,"***"
"279","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales","site",NA,NA,NA,0.000257804769559382,"***"
"280","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales","(Intercept)",NA,-3.60309027478511,0.247079691256113,3.61887927792519e-48,"***"
"281","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales","seasonSeptember",NA,-2.43585315630093,0.434246865780444,2.03059562750001e-08,"***"
"282","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales","siteEsteroZacatecas",NA,-1.39664341655216,0.382183470666378,0.000257804769559382,"***"
"283","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales","Model","Ferrari's R2: 0.79622163342577",NA,NA,NA,NA
"284","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales","season",NA,NA,NA,1.9714006884443e-10,"***"
"285","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales","site",NA,NA,NA,0.0744304686745098,"ns"
"286","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales","(Intercept)",NA,-4.40685460140841,0.159778719280289,1.88154088367604e-167,"***"
"287","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales","seasonSeptember",NA,-1.51210912540371,0.237620282776896,1.97140068844431e-10,"***"
"288","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales","siteEsteroZacatecas",NA,0.345991308846526,0.193945868256108,0.07443046867451,"ns"
"289","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales","Model","Ferrari's R2: 0.0668679960189255",NA,NA,NA,NA
"290","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales","season",NA,NA,NA,0.85553639649264,"ns"
"291","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales","site",NA,NA,NA,0.00196843310677868,"**"
"292","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales","(Intercept)",NA,-5.79131717846042,0.560929423478507,5.46011760377576e-25,"***"
"293","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales","seasonSeptember",NA,-0.0748120549083834,0.410921956073678,0.85553639649264,"ns"
"294","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales","siteEsteroZacatecas",NA,1.43338906178221,0.463137411195403,0.00196843310677868,"**"
"295","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales","Model","Ferrari's R2: 0.1715091039594",NA,NA,NA,NA
"296","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales","season",NA,NA,NA,2.84990319867346e-12,"***"
"297","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales","site",NA,NA,NA,1.67978752686197e-08,"***"
"298","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales","(Intercept)",NA,-3.83051468490618,0.128766548485013,1.85450091649185e-194,"***"
"299","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales","seasonSeptember",NA,-2.12261613783757,0.303884932476442,2.84990319867347e-12,"***"
"300","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales","siteEsteroZacatecas",NA,-1.44783015787329,0.25661147462067,1.67978752686197e-08,"***"
"301","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales","Model","Ferrari's R2: 0.62170467252747",NA,NA,NA,NA
"302","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales","season",NA,NA,NA,0.0732385535797395,"ns"
"303","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales","site",NA,NA,NA,8.44372230760941e-06,"***"
"304","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales","(Intercept)",NA,-5.39917157055153,0.228399620674853,1.52641222371148e-123,"***"
"305","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales","seasonSeptember",NA,-0.372597045082134,0.207998922118321,0.0732385535797396,"ns"
"306","glmm_beta formula for season+site","k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales","siteEsteroZacatecas",NA,1.01094979243126,0.226995427029371,8.4437223076094e-06,"***"
"307","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales","Model","Ferrari's R2: 0.370542151760552",NA,NA,NA,NA
"308","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales","season",NA,NA,NA,1.52409060630089e-05,"***"
"309","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales","site",NA,NA,NA,0.0144479859965913,"*"
"310","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales","(Intercept)",NA,-4.22577277837851,0.200886211771028,3.09478671212711e-98,"***"
"311","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales","seasonSeptember",NA,-1.39488943029931,0.322504548337014,1.52409060630089e-05,"***"
"312","glmm_beta formula for season+site","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales","siteEsteroZacatecas",NA,-0.705241778339984,0.288333011260714,0.0144479859965913,"*"
"313","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales","Model","Ferrari's R2: 0.310368247726537",NA,NA,NA,NA
"314","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales","season",NA,NA,NA,1.13147199349367e-07,"***"
"315","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales","site",NA,NA,NA,0.150392685355787,"ns"
"316","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales","(Intercept)",NA,-4.70137912609778,0.37634475076374,8.23302875723774e-36,"***"
"317","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales","seasonSeptember",NA,-2.28406137973905,0.430610989330583,1.13147199349367e-07,"***"
"318","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales","siteEsteroZacatecas",NA,0.535798094084094,0.372561730639423,0.150392685355787,"ns"
"319","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales","Model","Ferrari's R2: 0.315180088848167",NA,NA,NA,NA
"320","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales","season",NA,NA,NA,1.42906732671406e-10,"***"
"321","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales","site",NA,NA,NA,0.0259324958963789,"*"
"322","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales","(Intercept)",NA,-4.8660041266155,0.318306752511006,9.31329844467498e-53,"***"
"323","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales","seasonSeptember",NA,-2.73463924093564,0.426437053548209,1.42906732671405e-10,"***"
"324","glmm_beta formula for season+site","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales","siteEsteroZacatecas",NA,0.746031092161696,0.33496048887867,0.025932495896379,"*"
"325","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales","Model","Ferrari's R2: 0.77484869671964",NA,NA,NA,NA
"326","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales","season",NA,NA,NA,0.0109625212874317,"*"
"327","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales","site",NA,NA,NA,6.40993177725607e-07,"***"
"328","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales","(Intercept)",NA,-6.88020722287307,0.600744355135859,2.27660628175115e-30,"***"
"329","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales","seasonSeptember",NA,-1.34069390558615,0.527024852939624,0.0109625212874317,"*"
