"","Method","Taxa","Factors","R2","Estimate","Std.Error","P.unadj","Significance"
"399","glmm_beta formula for season+site","Flammeovirgaceae","site",NA,NA,NA,0.000272636817674613,"***"
"401","glmm_beta formula for season+site","Flammeovirgaceae","Season: September",NA,-1.58500577350568,0.59505480625355,0.0077302559577866,"**"
"402","glmm_beta formula for season+site","Flammeovirgaceae","Site: Estero Zacatecas",NA,2.20688992819132,0.606288249388146,0.000272636817674613,"***"
"410","glmm_beta formula for season+site","Nitrincolaceae","season",NA,NA,NA,0.034679486560568,"*"
"411","glmm_beta formula for season+site","Nitrincolaceae","site",NA,NA,NA,5.08404639368617e-07,"***"
"413","glmm_beta formula for season+site","Nitrincolaceae","Season: September",NA,0.879840867811767,0.416575307030057,0.0346794865605681,"*"
"414","glmm_beta formula for season+site","Nitrincolaceae","Site: Estero Zacatecas",NA,-2.20913445284483,0.439793850571656,5.08404639368617e-07,"***"
"416","glmm_beta formula for season+site","Ectothiorhodospiraceae","season",NA,NA,NA,0.909733053031686,"ns"
"417","glmm_beta formula for season+site","Ectothiorhodospiraceae","site",NA,NA,NA,0.0166428142786251,"*"
"419","glmm_beta formula for season+site","Ectothiorhodospiraceae","Season: September",NA,-0.0462038799025914,0.407530531579999,0.909733053031686,"ns"
"420","glmm_beta formula for season+site","Ectothiorhodospiraceae","Site: Estero Zacatecas",NA,-0.981780512244279,0.410013966094955,0.0166428142786251,"*"
