"","Comparison","Taxa","Method","Group","P.unadj","P.adj","Significance"
"248","February - September","GLUCARGALACTSUPER-PWY","Wilcoxon Rank Sum Test","September",0.0887337860685552,0.141501510919974,"ns"
"249","February - September","GLUCARDEG-PWY","Wilcoxon Rank Sum Test","September",0.178182027959925,0.256106968187733,"ns"
"250","February - September","PWY-5913","Wilcoxon Rank Sum Test","September",0.241523787828809,0.331250182289384,"ns"
"251","February - September","PWY-6263","Wilcoxon Rank Sum Test","February",1.40524437199629e-05,9.9661410066579e-05,"***"
"252","February - September","PWY0-845","Wilcoxon Rank Sum Test","September",7.39602301050679e-07,1.37464013884937e-05,"***"
"253","February - September","PWY-5100","Wilcoxon Rank Sum Test","September",0.0780243447493414,0.128216834816753,"ns"
"254","February - September","PWY-7268","Wilcoxon Rank Sum Test","February",0.932300503373326,0.958988494882104,"ns"
"255","February - September","PWY-6562","Wilcoxon Rank Sum Test","September",0.88738593483512,0.925147038445126,"ns"
"256","February - September","PWY0-321","Wilcoxon Rank Sum Test","February",0.000371280355127441,0.00138013869940476,"**"
"257","February - September","PWY-6383","Wilcoxon Rank Sum Test","September",7.39602301050679e-07,1.37464013884937e-05,"***"
"258","February - September","PWY-6435","Wilcoxon Rank Sum Test","February",0.291342659225281,0.385832170325373,"ns"
"259","February - September","GLUDEG-I-PWY","Wilcoxon Rank Sum Test","February",0.178182027959925,0.256106968187733,"ns"
"260","February - September","PWY0-1477","Wilcoxon Rank Sum Test","September",0.0120939768267807,0.0262848931840113,"*"
"261","February - September","PWY-6396","Wilcoxon Rank Sum Test","September",7.17414232019159e-05,0.000342200239874625,"***"
"262","February - September","PWY-5651","Wilcoxon Rank Sum Test","February",0.020489202546007,0.0412077618369319,"*"
"263","February - September","P562-PWY","Wilcoxon Rank Sum Test","September",0.000102804719846044,0.000469591050822186,"***"
"264","February - September","CRNFORCAT-PWY","Wilcoxon Rank Sum Test","September",0.0518646113611789,0.0904693382643217,"ns"
"265","February - September","PWY-5705","Wilcoxon Rank Sum Test","September",1.47920460210136e-06,2.34497435450774e-05,"***"
"266","February - September","PWY-7376","Wilcoxon Rank Sum Test","September",4.95533541703955e-05,0.000256819787479261,"***"
"267","February - September","PWY-6906","Wilcoxon Rank Sum Test","September",0.0449019952990878,0.0801396538616169,"ns"
"268","February - September","PWY-7807","Wilcoxon Rank Sum Test","September",0.409510398068751,0.497130866124001,"ns"
"269","February - September","PWY-5741","Wilcoxon Rank Sum Test","September",3.32821035472805e-05,0.000186865143874836,"***"
"270","February - September","PWY0-1337","Wilcoxon Rank Sum Test","February",0.0284206976224744,0.0553023682978835,"ns"
"271","February - September","PWY-6126","Wilcoxon Rank Sum Test","February",3.32821035472805e-05,0.000186865143874836,"***"
"272","February - September","PWY-6531","Wilcoxon Rank Sum Test","September",0.0449019952990878,0.0801396538616169,"ns"
"273","February - September","PWY-8020","Wilcoxon Rank Sum Test","September",0.0144925070890881,0.0307537847284191,"*"
"274","February - September","PWY-7456","Wilcoxon Rank Sum Test","September",0.00291403306613968,0.00781424787387704,"**"
"275","February - September","PWY1G-0","Wilcoxon Rank Sum Test","September",8.87522761260815e-06,6.93296765680549e-05,"***"
"276","February - September","REDCITCYC","Wilcoxon Rank Sum Test","September",0.318585170382182,0.409826746625289,"ns"
"277","February - September","PWY-5180","Wilcoxon Rank Sum Test","September",1.40524437199629e-05,9.9661410066579e-05,"***"
"278","February - September","PWY-7229","Wilcoxon Rank Sum Test","February",3.32821035472805e-05,0.000186865143874836,"***"
"279","February - September","PWY-6803","Wilcoxon Rank Sum Test","February",1.40524437199629e-05,9.9661410066579e-05,"***"
"280","February - September","PWY-7269","Wilcoxon Rank Sum Test","February",0.977402191293698,0.981042422918628,"ns"
"281","February - September","HEMESYN2-PWY","Wilcoxon Rank Sum Test","February",0.00681173719267675,0.0158940534495791,"*"
"282","February - September","PWY0-1415","Wilcoxon Rank Sum Test","February",0.00681173719267675,0.0158940534495791,"*"
"283","February - September","PWY-5531","Wilcoxon Rank Sum Test","February",0.551167166391288,0.636143688832772,"ns"
"284","February - September","PWY-7374","Wilcoxon Rank Sum Test","February",2.95840920420272e-06,3.06650492512551e-05,"***"
"285","February - September","PWY-7805","Wilcoxon Rank Sum Test","September",0.197808114620606,0.28205971899605,"ns"
"286","February - September","PWY-7371","Wilcoxon Rank Sum Test","February",7.39602301050679e-07,1.37464013884937e-05,"***"
"287","February - September","AST-PWY","Wilcoxon Rank Sum Test","September",0.670659532955939,0.734726602161079,"ns"
"288","February - September","PWY0-42","Wilcoxon Rank Sum Test","February",0.00111458066768337,0.00339411853040304,"**"
"289","February - September","PWY-6071","Wilcoxon Rank Sum Test","September",0.00231643440689073,0.0064358667284232,"**"
"290","February - September","PWY-5747","Wilcoxon Rank Sum Test","February",0.000857938669218788,0.00273626593318891,"**"
"291","February - September","PWY-5692","Wilcoxon Rank Sum Test","September",7.39602301050679e-07,1.37464013884937e-05,"***"
"292","February - September","URDEGR-PWY","Wilcoxon Rank Sum Test","September",7.39602301050679e-07,1.37464013884937e-05,"***"
"293","February - September","DENITRIFICATION-PWY","Wilcoxon Rank Sum Test","February",0.000656027241031952,0.00214302232070438,"**"
"294","February - September","P108-PWY","Wilcoxon Rank Sum Test","February",7.17414232019159e-05,0.000342200239874625,"***"
"295","February - September","SUCSYN-PWY","Wilcoxon Rank Sum Test","September",0.37768531105454,0.465840692582144,"ns"
"296","February - September","LIPASYN-PWY","Wilcoxon Rank Sum Test","September",0.0518646113611789,0.0904693382643217,"ns"
"297","February - September","PWY-7947","Wilcoxon Rank Sum Test","September",0.00363662451426619,0.00933400291994989,"**"
"298","February - September","RHAMCAT-PWY","Wilcoxon Rank Sum Test","February",2.95840920420272e-06,3.06650492512551e-05,"***"
"299","February - September","PWY-7315","Wilcoxon Rank Sum Test","February",0.127687899662593,0.192783691647445,"ns"
"300","February - September","PWY-7377","Wilcoxon Rank Sum Test","September",0.670659532955939,0.734726602161079,"ns"
"301","February - September","PWY-7942","Wilcoxon Rank Sum Test","February",0.00182977609279938,0.00521825033872416,"**"
"302","February - September","PWY-6837","Wilcoxon Rank Sum Test","September",0.178182027959925,0.256106968187733,"ns"
"303","February - September","PWY-6748","Wilcoxon Rank Sum Test","February",2.21880690315204e-05,0.000137464013884937,"***"
"304","February - September","PWY-8131","Wilcoxon Rank Sum Test","September",0.00555959049699795,0.0133183079016973,"*"
"305","February - September","ALLANTOINDEG-PWY","Wilcoxon Rank Sum Test","September",0.143167775823584,0.212582455010776,"ns"
"306","February - September","PWY-5415","Wilcoxon Rank Sum Test","September",0.318585170382182,0.409826746625289,"ns"
"307","February - September","PWY-7674","Wilcoxon Rank Sum Test","February",7.39602301050679e-07,1.37464013884937e-05,"***"
"308","February - September","PWY-5910","Wilcoxon Rank Sum Test","February",0.00182977609279938,0.00521825033872416,"**"
"309","February - September","PWY-6478","Wilcoxon Rank Sum Test","February",0.977402191293698,0.981042422918628,"ns"
"310","February - September","PWY-7399","Wilcoxon Rank Sum Test","September",7.39602301050679e-07,1.37464013884937e-05,"***"
"311","February - September","PWY-5419","Wilcoxon Rank Sum Test","February",0.0241842556420562,0.0477484021650852,"*"
"312","February - September","12DICHLORETHDEG-PWY","Wilcoxon Rank Sum Test","September",0.88738593483512,0.925147038445126,"ns"
"313","February - September","PWY-5420","Wilcoxon Rank Sum Test","February",0.712535075639127,0.771197601946766,"ns"
"314","February - September","PWY-6641","Wilcoxon Rank Sum Test","September",0.178182027959925,0.256106968187733,"ns"
"315","February - September","PWY-7295","Wilcoxon Rank Sum Test","September",2.95840920420272e-06,3.06650492512551e-05,"***"
"316","February - September","PWY-1541","Wilcoxon Rank Sum Test","September",0.0387211388692073,0.0702716964663391,"ns"
"317","February - September","PWY-7873","Wilcoxon Rank Sum Test","September",7.39602301050679e-07,1.37464013884937e-05,"***"
"318","February - September","PWY-5101","Wilcoxon Rank Sum Test","February",7.39602301050679e-07,1.37464013884937e-05,"***"
"319","February - September","KETOGLUCONMET-PWY","Wilcoxon Rank Sum Test","September",5.17721610735475e-06,4.65086580310702e-05,"***"
"320","February - September","PWY-7902","Wilcoxon Rank Sum Test","September",0.000144222448704882,0.000626902418160739,"***"
"321","February - September","KDO-NAGLIPASYN-PWY","Wilcoxon Rank Sum Test","February",0.143167775823584,0.212582455010776,"ns"
"322","February - September","P105-PWY","Wilcoxon Rank Sum Test","September",0.000144222448704882,0.000626902418160739,"***"
"323","February - September","PWY-7255","Wilcoxon Rank Sum Test","September",0.347357918699957,0.438468192457322,"ns"
"324","February - September","PWY-7855","Wilcoxon Rank Sum Test","September",0.00182977609279938,0.00521825033872416,"**"
"325","February - September","PWY-5104","Wilcoxon Rank Sum Test","February",0.000201171825885785,0.000815275294379233,"***"
"326","February - September","PWY-7090","Wilcoxon Rank Sum Test","February",0.000144222448704882,0.000626902418160739,"***"
"327","February - September","PWY-7874","Wilcoxon Rank Sum Test","September",1.47920460210136e-06,2.34497435450774e-05,"***"
"328","February - September","PWY-1861","Wilcoxon Rank Sum Test","February",8.87522761260815e-06,6.93296765680549e-05,"***"
"329","February - September","P461-PWY","Wilcoxon Rank Sum Test","February",0.670659532955939,0.734726602161079,"ns"
"330","February - September","PWY-922","Wilcoxon Rank Sum Test","February",0.00231643440689073,0.0064358667284232,"**"
"331","February - September","P185-PWY","Wilcoxon Rank Sum Test","September",0.000656027241031952,0.00214302232070438,"**"
"332","February - September","PWY-6946","Wilcoxon Rank Sum Test","September",0.0596570612050488,0.101435823310793,"ns"
"333","February - September","PWY-6501","Wilcoxon Rank Sum Test","September",0.000274392453689802,0.00107172125028118,"**"
"334","February - September","PWY-5647","Wilcoxon Rank Sum Test","February",3.32821035472805e-05,0.000186865143874836,"***"
"335","February - September","PWY-6891","Wilcoxon Rank Sum Test","February",0.0140140085428705,0.0302142024184287,"*"
"336","February - September","PWY-1422","Wilcoxon Rank Sum Test","September",0.551167166391288,0.636143688832772,"ns"
"337","February - September","PWY-6185","Wilcoxon Rank Sum Test","September",2.95840920420272e-06,3.06650492512551e-05,"***"
"338","February - September","GALLATE-DEGRADATION-I-PWY","Wilcoxon Rank Sum Test","September",0.00143260965713517,0.00419661198476008,"**"
"339","February - September","GALLATE-DEGRADATION-II-PWY","Wilcoxon Rank Sum Test","September",0.00143260965713517,0.00419661198476008,"**"
"340","February - September","PWY-5654","Wilcoxon Rank Sum Test","February",2.21880690315204e-05,0.000137464013884937,"***"
"341","February - September","PWY-6470","Wilcoxon Rank Sum Test","September",0.020489202546007,0.0412077618369319,"*"
"342","February - September","PWY66-201","Wilcoxon Rank Sum Test","September",0.370740303356746,0.463084465011859,"ns"
"343","February - September","PWY66-367","Wilcoxon Rank Sum Test","September",0.241523787828809,0.331250182289384,"ns"
"344","February - September","PWY-6182","Wilcoxon Rank Sum Test","September",0.318585170382182,0.409826746625289,"ns"
"345","February - September","PWY-6581","Wilcoxon Rank Sum Test","September",7.17414232019159e-05,0.000342200239874625,"***"
"346","February - September","PWY-5655","Wilcoxon Rank Sum Test","February",0.0172711929341355,0.0360820658585233,"*"
"347","February - September","PWY-5652","Wilcoxon Rank Sum Test","February",2.21880690315204e-05,0.000137464013884937,"***"
"348","February - September","PWY-6672","Wilcoxon Rank Sum Test","September",0.100530442770314,0.157060604791881,"ns"
"349","February - September","PWY-7347","Wilcoxon Rank Sum Test","September",0.347357918699957,0.438468192457322,"ns"
"350","February - September","RUMP-PWY","Wilcoxon Rank Sum Test","February",8.87522761260815e-06,6.93296765680549e-05,"***"
"351","February - September","PWY-6962","Wilcoxon Rank Sum Test","September",0.0241842556420562,0.0477484021650852,"*"
"352","February - September","PWY-5417","Wilcoxon Rank Sum Test","September",0.477575258232143,0.563267098877736,"ns"
"353","February - September","PWY-5431","Wilcoxon Rank Sum Test","September",0.477575258232143,0.563267098877736,"ns"
"354","February - September","PWY-6404","Wilcoxon Rank Sum Test","September",3.32821035472805e-05,0.000186865143874836,"***"
"355","February - September","PWY-6948","Wilcoxon Rank Sum Test","September",0.0780243447493414,0.128216834816753,"ns"
"356","February - September","PWY-6486","Wilcoxon Rank Sum Test","September",0.0100445388505693,0.0221885509854788,"*"
"357","February - September","GLCMANNANAUT-PWY","Wilcoxon Rank Sum Test","February",0.0100445388505693,0.0221885509854788,"*"
"358","February - September","PWY-5209","Wilcoxon Rank Sum Test","February",0.113502327528441,0.173308086509433,"ns"
"359","February - September","P381-PWY","Wilcoxon Rank Sum Test","February",0.000371280355127441,0.00138013869940476,"**"
"360","February - September","P441-PWY","Wilcoxon Rank Sum Test","February",7.17414232019159e-05,0.000342200239874625,"***"
"361","February - September","PWY-1361","Wilcoxon Rank Sum Test","February",0.0172711929341355,0.0360820658585233,"*"
"362","February - September","PWY0-1277","Wilcoxon Rank Sum Test","September",0.00291403306613968,0.00781424787387704,"**"
"363","February - September","PWY-7436","Wilcoxon Rank Sum Test","September",0.551167166391288,0.636143688832772,"ns"
"364","February - September","PWY-7254","Wilcoxon Rank Sum Test","February",0.00451305324101124,0.0112098419212215,"*"
"365","February - September","PWY-7332","Wilcoxon Rank Sum Test","February",5.17721610735475e-06,4.65086580310702e-05,"***"
"366","February - September","PWY-7316","Wilcoxon Rank Sum Test","February",0.000274392453689802,0.00107172125028118,"**"
"367","February - September","METH-ACETATE-PWY","Wilcoxon Rank Sum Test","February",2.95840920420272e-06,3.06650492512551e-05,"***"
"368","February - September","P261-PWY","Wilcoxon Rank Sum Test","February",0.670659532955939,0.734726602161079,"ns"
"369","February - September","CODH-PWY","Wilcoxon Rank Sum Test","February",2.95840920420272e-06,3.06650492512551e-05,"***"
"370","February - September","PWY-7072","Wilcoxon Rank Sum Test","September",0.100530442770314,0.157060604791881,"ns"
"371","February - September","PWY-6588","Wilcoxon Rank Sum Test","September",0.0596570612050488,0.101435823310793,"ns"
"372","February - September","PWY-6565","Wilcoxon Rank Sum Test","February",0.197808114620606,0.28205971899605,"ns"
"373","February - September","CATECHOL-ORTHO-CLEAVAGE-PWY","Wilcoxon Rank Sum Test","September",0.442833179742589,0.526903054925509,"ns"
"374","February - September","PWY-7480","Wilcoxon Rank Sum Test","September",0.113502327528441,0.173308086509433,"ns"
"375","February - September","PWY-6920","Wilcoxon Rank Sum Test","September",2.21880690315204e-05,0.000137464013884937,"***"
"376","February - September","P184-PWY","Wilcoxon Rank Sum Test","September",0.629725504001988,0.707129263868899,"ns"
"377","February - September","PWY-5517","Wilcoxon Rank Sum Test","September",0.000495533541703955,0.00176882502634723,"**"
"378","February - September","PWY-5430","Wilcoxon Rank Sum Test","September",0.000656027241031952,0.00214302232070438,"**"
"379","February - September","PWY-7039","Wilcoxon Rank Sum Test","February",0.477575258232143,0.563267098877736,"ns"
"380","February - September","METHYLGALLATE-DEGRADATION-PWY","Wilcoxon Rank Sum Test","September",0.629725504001988,0.707129263868899,"ns"
"381","February - September","PWY-7820","Wilcoxon Rank Sum Test","February",0.113502327528441,0.173308086509433,"ns"
"382","February - September","PWY0-301","Wilcoxon Rank Sum Test","February",7.17414232019159e-05,0.000342200239874625,"***"
"383","February - September","PWY-7784","Wilcoxon Rank Sum Test","February",2.95840920420272e-06,3.06650492512551e-05,"***"
"384","February - September","FUCCAT-PWY","Wilcoxon Rank Sum Test","February",0.000144222448704882,0.000626902418160739,"***"
"385","February - September","PWY-6992","Wilcoxon Rank Sum Test","February",0.0120939768267807,0.0262848931840113,"*"
"386","February - September","PWY-7783","Wilcoxon Rank Sum Test","February",0.0144925070890881,0.0307537847284191,"*"
"387","February - September","PWY-5181","Wilcoxon Rank Sum Test","February",0.0120939768267807,0.0262848931840113,"*"
"388","February - September","PWY0-41","Wilcoxon Rank Sum Test","February",0.318585170382182,0.409826746625289,"ns"
"389","February - September","ORNDEG-PWY","Wilcoxon Rank Sum Test","September",0.00555959049699795,0.0133183079016973,"*"
"390","February - September","PWY-6338","Wilcoxon Rank Sum Test","September",0.88738593483512,0.925147038445126,"ns"
"391","February - September","PWY-7097","Wilcoxon Rank Sum Test","September",0.88738593483512,0.925147038445126,"ns"
"392","February - September","PWY-6210","Wilcoxon Rank Sum Test","February",0.0284206976224744,0.0553023682978835,"ns"
"393","February - September","FUC-RHAMCAT-PWY","Wilcoxon Rank Sum Test","February",2.21880690315204e-05,0.000137464013884937,"***"
"394","February - September","P163-PWY","Wilcoxon Rank Sum Test","September",0.00555959049699795,0.0133183079016973,"*"
"395","February - September","PWY-6421","Wilcoxon Rank Sum Test","September",1.40524437199629e-05,9.9661410066579e-05,"***"
"396","February - September","PWY-5005","Wilcoxon Rank Sum Test","September",0.127687899662593,0.192783691647445,"ns"
"397","February - September","PWY-5742","Wilcoxon Rank Sum Test","February",0.513722581093694,0.598048533929808,"ns"
"398","February - September","PWY-7098","Wilcoxon Rank Sum Test","February",0.127687899662593,0.192783691647445,"ns"
"399","February - September","PWY-7013","Wilcoxon Rank Sum Test","February",0.0887337860685552,0.141501510919974,"ns"
"400","February - September","PWY-5328","Wilcoxon Rank Sum Test","February",0.000656027241031952,0.00214302232070438,"**"
"401","February - September","PWY66-373","Wilcoxon Rank Sum Test","February",0.318585170382182,0.409826746625289,"ns"
"402","February - September","ASPASN-PWY","Wilcoxon Rank Sum Test","February",0.000144222448704882,0.000626902418160739,"***"
"403","February - September","PWY-6749","Wilcoxon Rank Sum Test","February",0.00291403306613968,0.00781424787387704,"**"
"404","February - September","GOLPDLCAT-PWY","Wilcoxon Rank Sum Test","September",0.000495533541703955,0.00176882502634723,"**"
"405","February - September","PWY-5182","Wilcoxon Rank Sum Test","February",0.00451305324101124,0.0112098419212215,"*"
"406","February - September","HCAMHPDEG-PWY","Wilcoxon Rank Sum Test","September",0.000656027241031952,0.00214302232070438,"**"
"407","February - September","PWY-6690","Wilcoxon Rank Sum Test","September",0.000656027241031952,0.00214302232070438,"**"
"408","February - September","PWY-6339","Wilcoxon Rank Sum Test","September",0.477575258232143,0.563267098877736,"ns"
"409","February - September","DARABCATK12-PWY","Wilcoxon Rank Sum Test","February",8.87522761260815e-06,6.93296765680549e-05,"***"
"410","February - September","PWY-5519","Wilcoxon Rank Sum Test","February",0.00111458066768337,0.00339411853040304,"**"
"411","February - September","PWY66-388","Wilcoxon Rank Sum Test","February",0.00363662451426619,0.00933400291994989,"**"
"412","February - September","PWY-6957","Wilcoxon Rank Sum Test","February",0.0284206976224744,0.0553023682978835,"ns"
"413","February - September","PWY-7373","Wilcoxon Rank Sum Test","February",0.0683614406861143,0.114076831361658,"ns"
"414","February - September","PWY-7913","Wilcoxon Rank Sum Test","February",4.95533541703955e-05,0.000256819787479261,"***"
"415","February - September","TOLUENE-DEG-3-OH-PWY","Wilcoxon Rank Sum Test","February",0.00451305324101124,0.0112098419212215,"*"
"416","February - September","PWY6666-2","Wilcoxon Rank Sum Test","February",0.100530442770314,0.157060604791881,"ns"
"417","February - September","PWY-6397","Wilcoxon Rank Sum Test","September",3.32821035472805e-05,0.000186865143874836,"***"
"418","February - September","PWY-3481","Wilcoxon Rank Sum Test","February",0.347357918699957,0.438468192457322,"ns"
"419","February - September","PWY-6857","Wilcoxon Rank Sum Test","February",0.0780243447493414,0.128216834816753,"ns"
"420","February - September","CARNMET-PWY","Wilcoxon Rank Sum Test","September",0.26566958415121,0.355324828430527,"ns"
"421","February - September","PWY-2941","Wilcoxon Rank Sum Test","February",0.000495533541703955,0.00176882502634723,"**"
"422","February - September","PWY-7579","Wilcoxon Rank Sum Test","September",0.589875732021377,0.675038258088158,"ns"
"423","February - September","PWY-8085","Wilcoxon Rank Sum Test","September",0.623302662725122,0.707129263868899,"ns"
"424","February - September","3-HYDROXYPHENYLACETATE-DEGRADATION-PWY","Wilcoxon Rank Sum Test","September",0.932300503373326,0.958988494882104,"ns"
"425","February - September","HEXITOLDEGSUPER-PWY","Wilcoxon Rank Sum Test","February",0.00111458066768337,0.00339411853040304,"**"
"426","February - September","PWY-6342","Wilcoxon Rank Sum Test","February",0.932300503373326,0.958988494882104,"ns"
"427","February - September","PWY-5178","Wilcoxon Rank Sum Test","February",0.0449019952990878,0.0801396538616169,"ns"
"428","February - September","PWY-1501","Wilcoxon Rank Sum Test","February",0.000201171825885785,0.000815275294379233,"***"
"429","February - September","P241-PWY","Wilcoxon Rank Sum Test","February",3.32821035472805e-05,0.000186865143874836,"***"
"430","February - September","PWY-6350","Wilcoxon Rank Sum Test","September",0.00291403306613968,0.00781424787387704,"**"
"431","February - September","PWY-6349","Wilcoxon Rank Sum Test","September",0.0596570612050488,0.101435823310793,"ns"
"432","February - September","DHGLUCONATE-PYR-CAT-PWY","Wilcoxon Rank Sum Test","February",8.87522761260815e-06,6.93296765680549e-05,"***"
"433","February - September","METHGLYUT-PWY","Wilcoxon Rank Sum Test","February",0.000201171825885785,0.000815275294379233,"***"
"434","February - September","PWY-7084","Wilcoxon Rank Sum Test","February",0.020489202546007,0.0412077618369319,"*"
"435","February - September","PWY-4321","Wilcoxon Rank Sum Test","February",0.000656027241031952,0.00214302232070438,"**"
"436","February - September","PWY-6138","Wilcoxon Rank Sum Test","February",0.589875732021377,0.675038258088158,"ns"
"437","February - September","GLYCOL-GLYOXDEG-PWY","Wilcoxon Rank Sum Test","February",0.000201171825885785,0.000815275294379233,"***"
"438","February - September","PWY-8154","Wilcoxon Rank Sum Test","February",0.551167166391288,0.636143688832772,"ns"
"439","February - September","PWY-5656","Wilcoxon Rank Sum Test","February",0.00829316060168126,0.0190213343161966,"*"
"440","February - September","PWY-5392","Wilcoxon Rank Sum Test","February",0.159973019308058,0.23367332630635,"ns"
"441","February - September","PWY-5129","Wilcoxon Rank Sum Test","February",0.842835990231333,0.889018784216611,"ns"
"442","February - September","14DICHLORBENZDEG-PWY","Wilcoxon Rank Sum Test","February",0.00111458066768337,0.00339411853040304,"**"
"443","February - September","PWY-6084","Wilcoxon Rank Sum Test","February",0.00111458066768337,0.00339411853040304,"**"
"444","February - September","ARGDEG-IV-PWY","Wilcoxon Rank Sum Test","February",5.17721610735475e-06,4.65086580310702e-05,"***"
"445","February - September","PWY3DJ-12","Wilcoxon Rank Sum Test","February",0.712535075639127,0.771197601946766,"ns"
"446","February - September","PWY0-1338","Wilcoxon Rank Sum Test","February",0.00451305324101124,0.0112098419212215,"*"
"447","February - September","PWY-1882","Wilcoxon Rank Sum Test","September",0.159973019308058,0.23367332630635,"ns"
"448","February - September","PWY-7340","Wilcoxon Rank Sum Test","February",0.513722581093694,0.598048533929808,"ns"
"449","February - September","PWY-6087","Wilcoxon Rank Sum Test","February",0.00363662451426619,0.00933400291994989,"**"
"450","February - September","PWY-6089","Wilcoxon Rank Sum Test","February",0.00363662451426619,0.00933400291994989,"**"
"451","February - September","PWY-6193","Wilcoxon Rank Sum Test","February",0.00363662451426619,0.00933400291994989,"**"
"452","February - September","PWY-6107","Wilcoxon Rank Sum Test","February",0.00363662451426619,0.00933400291994989,"**"
"453","February - September","PWY-6676","Wilcoxon Rank Sum Test","September",0.0449019952990878,0.0801396538616169,"ns"
"454","February - September","PWY-6944","Wilcoxon Rank Sum Test","February",0.670659532955939,0.734726602161079,"ns"
"455","February - September","PWY-6093","Wilcoxon Rank Sum Test","February",0.000656027241031952,0.00214302232070438,"**"
"456","February - September","PWY-7337","Wilcoxon Rank Sum Test","February",0.513722581093694,0.598048533929808,"ns"
"457","February - September","PWY-7338","Wilcoxon Rank Sum Test","February",0.513722581093694,0.598048533929808,"ns"
"458","February - September","NAD-BIOSYNTHESIS-II","Wilcoxon Rank Sum Test","February",0.00829316060168126,0.0190213343161966,"*"
"459","February - September","PWY-5507","Wilcoxon Rank Sum Test","February",0.0454381479500469,0.0807019695374257,"ns"
"460","February - September","PWY-3801","Wilcoxon Rank Sum Test","February",0.0802163779374212,0.130230806350211,"ns"
"461","February - September","PCPDEG-PWY","Wilcoxon Rank Sum Test","February",0.0780243447493414,0.128216834816753,"ns"
"462","February - September","METHANOGENESIS-PWY","Wilcoxon Rank Sum Test","February",0.0100445388505693,0.0221885509854788,"*"
"463","February - September","GALACTITOLCAT-PWY","Wilcoxon Rank Sum Test","February",0.00143260965713517,0.00419661198476008,"**"
"464","February - September","PWY-822","Wilcoxon Rank Sum Test","September",0.976950208875094,0.981042422918628,"ns"
"465","February - September","PWY-722","Wilcoxon Rank Sum Test","February",0.00354263219558537,0.00933400291994989,"**"
"466","February - September","PWY-6505","Wilcoxon Rank Sum Test","February",0.0887337860685552,0.141501510919974,"ns"
"467","February - September","AEROBACTINSYN-PWY","Wilcoxon Rank Sum Test","September",0.143167775823584,0.212582455010776,"ns"
"468","February - September","PWY-5644","Wilcoxon Rank Sum Test","February",0.442833179742589,0.526903054925509,"ns"
"469","February - September","PWY-6471","Wilcoxon Rank Sum Test","February",0.207632261894152,0.295287042641023,"ns"
"470","February - September","PWY-6075","Wilcoxon Rank Sum Test","February",0.000371280355127441,0.00138013869940476,"**"
"471","February - September","PWY-6344","Wilcoxon Rank Sum Test","February",0.0206437115267492,0.041364165475531,"*"
"472","February - September","PWY-7948","Wilcoxon Rank Sum Test","February",0.000371280355127441,0.00138013869940476,"**"
"473","February - September","PWY-8055","Wilcoxon Rank Sum Test","September",1,1,"ns"
"474","February - September","LACTOSECAT-PWY","Wilcoxon Rank Sum Test","February",0.000238623604248915,0.00095983673649377,"***"
"475","February - September","PWY-7446","Wilcoxon Rank Sum Test","February",0.100530442770314,0.157060604791881,"ns"
"476","February - September","PWY-7199","Wilcoxon Rank Sum Test","February",0.284426904299674,0.379470548063179,"ns"
"477","February - September","PWY-6961","Wilcoxon Rank Sum Test","February",0.62352939698878,0.707129263868899,"ns"
"478","February - September","PWY-5183","Wilcoxon Rank Sum Test","February",0.0539372330490249,0.0928823278384166,"ns"
"479","February - September","PWY-7209","Wilcoxon Rank Sum Test","February",0.00243142047958196,0.00672069558202398,"**"
"480","February - September","PWY-6165","Wilcoxon Rank Sum Test","February",0.00901322270185381,0.0204122984718454,"*"
"481","February - September","PWY-6928","Wilcoxon Rank Sum Test","February",0.308611722377198,0.406703467876063,"ns"
"482","February - September","PWY-6947","Wilcoxon Rank Sum Test","February",0.308611722377198,0.406703467876063,"ns"
"483","February - September","PWY-4041","Wilcoxon Rank Sum Test","February",0.0596570612050488,0.101435823310793,"ns"
"484","February - September","ECASYN-PWY","Wilcoxon Rank Sum Test","February",0.0825941705853506,0.133688462298811,"ns"
"485","February - September","PWY-5265","Wilcoxon Rank Sum Test","February",0.132582982318096,0.1996151605292,"ns"
"486","February - September","PWY-5823","Wilcoxon Rank Sum Test","February",0.0835801932702423,0.134879413690601,"ns"
"487","February - September","PWY4LZ-257","Wilcoxon Rank Sum Test","February",0.0704922211259498,0.117269466626194,"ns"
"488","February - September","PWY-5677","Wilcoxon Rank Sum Test","February",0.00300575204639301,0.0080202987772566,"**"
"489","February - September","PWY-5179","Wilcoxon Rank Sum Test","February",0.0802163779374212,0.130230806350211,"ns"
"490","February - September","PWY4FS-5","Wilcoxon Rank Sum Test","February",0.000505483145121093,0.00179246983697545,"**"
"491","February - September","PWY-6662","Wilcoxon Rank Sum Test","September",0.26566958415121,0.355324828430527,"ns"
"492","February - September","PWY-7654","Wilcoxon Rank Sum Test","February",0.052065972799874,0.0905276107713939,"ns"
"493","February - September","PWY-762","Wilcoxon Rank Sum Test","September",0.0318014557666264,0.0616582181950058,"ns"
"494","February - September","PWY-6808","Wilcoxon Rank Sum Test","February",0.0186344464894139,0.0386306409915156,"*"
"495","February - September","PWY-6160","Wilcoxon Rank Sum Test","February",0.00901322270185381,0.0204122984718454,"*"
"496","February - September","PWY-6629","Wilcoxon Rank Sum Test","February",0.592721612902676,0.675426954237933,"ns"
"497","February - September","PWY-5645","Wilcoxon Rank Sum Test","February",0.0469619626084428,0.0829917962162316,"ns"
